date,customer_id,loan_id,loan_amount,cumulative_repayment,cumulative_interest,cumulative_paid,outstanding_balance,days_in_arrears,status,utilization (%),DPD_bucket,risk_band
2025-10-21,C027,L027,11431,9114,894,8220,3211,0,current,28.09,Current,Low
2025-10-22,C027,L027,11431,9456,928,8528,2903,0,current,25.4,Current,Low
2025-10-23,C027,L027,11431,9773,959,8814,2617,0,current,22.89,Current,Low
2025-10-24,C027,L027,11431,9773,959,8814,2617,1,late,22.89,1–30 DPD,Low
2025-10-25,C027,L027,11431,9902,971,8931,2500,0,current,21.87,Current,Low
2025-10-26,C027,L027,11431,10142,995,9147,2284,0,current,19.98,Current,Low
2025-10-27,C027,L027,11431,10485,1029,9456,1975,0,current,17.28,Current,Low
2025-10-28,C027,L027,11431,10777,1058,9719,1712,0,current,14.98,Current,Low
2025-10-29,C027,L027,11431,11267,1107,10160,1271,0,current,11.12,Current,Low
2025-10-30,C027,L027,11431,11492,1129,10363,1068,0,current,9.34,Current,Low
2025-09-01,C028,L028,9733,212,21,191,9542,0,current,98.04,Current,High
2025-09-02,C028,L028,9733,212,21,191,9542,1,late,98.04,1–30 DPD,High
2025-09-03,C028,L028,9733,212,21,191,9542,2,late,98.04,1–30 DPD,High
2025-09-04,C028,L028,9733,433,43,390,9343,1,late,95.99,1–30 DPD,High
2025-09-05,C028,L028,9733,433,43,390,9343,2,late,95.99,1–30 DPD,High
2025-09-06,C028,L028,9733,719,71,648,9085,1,late,93.34,1–30 DPD,High
2025-09-07,C028,L028,9733,887,87,800,8933,0,current,91.78,Current,High
2025-09-08,C028,L028,9733,1060,104,956,8777,0,current,90.18,Current,High
2025-09-09,C028,L028,9733,1060,104,956,8777,1,late,90.18,1–30 DPD,High
2025-09-10,C028,L028,9733,1266,124,1142,8591,0,current,88.27,Current,Medium
2025-09-11,C028,L028,9733,1408,138,1270,8463,0,current,86.95,Current,Medium
2025-09-12,C028,L028,9733,1650,162,1488,8245,0,current,84.71,Current,Medium
2025-09-13,C028,L028,9733,2052,202,1850,7883,0,current,80.99,Current,Medium
2025-09-14,C028,L028,9733,2155,212,1943,7790,0,current,80.04,Current,Medium
2025-09-15,C028,L028,9733,2155,212,1943,7790,1,late,80.04,1–30 DPD,Medium
2025-09-16,C028,L028,9733,2155,212,1943,7790,2,late,80.04,1–30 DPD,Medium
2025-09-17,C028,L028,9733,2295,226,2069,7664,1,late,78.74,1–30 DPD,Medium
2025-09-18,C028,L028,9733,2295,226,2069,7664,2,late,78.74,1–30 DPD,Medium
2025-09-19,C028,L028,9733,2620,258,2362,7371,1,late,75.73,1–30 DPD,Medium
2025-09-20,C028,L028,9733,2620,258,2362,7371,2,late,75.73,1–30 DPD,Medium
2025-09-21,C028,L028,9733,2953,291,2662,7071,1,late,72.65,1–30 DPD,Medium
2025-09-22,C028,L028,9733,3260,321,2939,6794,0,current,69.8,Current,Low
2025-09-23,C028,L028,9733,3626,357,3269,6464,0,current,66.41,Current,Low
2025-09-24,C028,L028,9733,3626,357,3269,6464,1,late,66.41,1–30 DPD,Low
2025-09-25,C028,L028,9733,3626,357,3269,6464,2,late,66.41,1–30 DPD,Low
2025-09-26,C028,L028,9733,4106,405,3701,6032,1,late,61.97,1–30 DPD,Low
2025-09-27,C028,L028,9733,4106,405,3701,6032,2,late,61.97,1–30 DPD,Low
2025-09-28,C028,L028,9733,4214,415,3799,5934,1,late,60.97,1–30 DPD,Low
2025-09-29,C028,L028,9733,4713,464,4249,5484,0,current,56.34,Current,Low
2025-09-30,C028,L028,9733,5140,506,4634,5099,0,current,52.39,Current,Low
2025-10-01,C028,L028,9733,5352,527,4825,4908,0,current,50.43,Current,Low
2025-10-02,C028,L028,9733,5352,527,4825,4908,1,late,50.43,1–30 DPD,Low
2025-10-03,C028,L028,9733,5352,527,4825,4908,2,late,50.43,1–30 DPD,Low
2025-10-04,C028,L028,9733,5691,560,5131,4602,1,late,47.28,1–30 DPD,Low
2025-10-05,C028,L028,9733,5691,560,5131,4602,2,late,47.28,1–30 DPD,Low
2025-10-06,C028,L028,9733,5691,560,5131,4602,3,late,47.28,1–30 DPD,Low
2025-10-07,C028,L028,9733,6124,603,5521,4212,2,late,43.28,1–30 DPD,Low
2025-10-08,C028,L028,9733,6404,631,5773,3960,1,late,40.69,1–30 DPD,Low
2025-10-09,C028,L028,9733,6513,641,5872,3861,0,current,39.67,Current,Low
2025-10-10,C028,L028,9733,6992,688,6304,3429,0,current,35.23,Current,Low
2025-10-11,C028,L028,9733,7454,734,6720,3013,0,current,30.96,Current,Low
2025-10-12,C028,L028,9733,7854,774,7080,2653,0,current,27.26,Current,Low
2025-10-13,C028,L028,9733,8127,801,7326,2407,0,current,24.73,Current,Low
2025-10-14,C028,L028,9733,8284,816,7468,2265,0,current,23.27,Current,Low
2025-10-15,C028,L028,9733,8468,834,7634,2099,0,current,21.57,Current,Low
2025-10-16,C028,L028,9733,8846,871,7975,1758,0,current,18.06,Current,Low
2025-10-17,C028,L028,9733,9101,896,8205,1528,0,current,15.7,Current,Low
2025-10-18,C028,L028,9733,9475,933,8542,1191,0,current,12.24,Current,Low
2025-10-19,C028,L028,9733,9963,981,8982,751,0,current,7.72,Current,Low
2025-10-20,C028,L028,9733,10411,1025,9386,347,0,current,3.57,Current,Low
2025-10-21,C028,L028,9733,10853,1069,9784,0,0,current,0,Current,Low
2025-10-22,C028,L028,9733,10853,1069,9784,0,1,late,0,1–30 DPD,Low
2025-10-23,C028,L028,9733,10853,1069,9784,0,2,late,0,1–30 DPD,Low
2025-10-24,C028,L028,9733,11333,1117,10216,0,1,late,0,1–30 DPD,Low
2025-10-25,C028,L028,9733,11765,1160,10605,0,0,current,0,Current,Low
2025-10-26,C028,L028,9733,12260,1209,11051,0,0,current,0,Current,Low
2025-10-27,C028,L028,9733,12414,1224,11190,0,0,current,0,Current,Low
2025-10-28,C028,L028,9733,12650,1247,11403,0,0,current,0,Current,Low
2025-10-29,C028,L028,9733,12650,1247,11403,0,1,late,0,1–30 DPD,Low
2025-10-30,C028,L028,9733,12650,1247,11403,0,2,late,0,1–30 DPD,Low
2025-09-01,C029,L029,10038,103,10,93,9945,0,current,99.07,Current,High
2025-09-02,C029,L029,10038,103,10,93,9945,1,late,99.07,1–30 DPD,High
2025-09-03,C029,L029,10038,480,47,433,9605,0,current,95.69,Current,High
2025-09-04,C029,L029,10038,637,62,575,9463,0,current,94.27,Current,High
2025-09-05,C029,L029,10038,971,95,876,9162,0,current,91.27,Current,High
2025-09-06,C029,L029,10038,1325,130,1195,8843,0,current,88.1,Current,Medium
2025-09-07,C029,L029,10038,1442,141,1301,8737,0,current,87.04,Current,Medium
2025-09-08,C029,L029,10038,1442,141,1301,8737,1,late,87.04,1–30 DPD,Medium
2025-09-09,C029,L029,10038,1601,156,1445,8593,0,current,85.6,Current,Medium
2025-09-10,C029,L029,10038,1903,186,1717,8321,0,current,82.89,Current,Medium
2025-09-11,C029,L029,10038,2371,232,2139,7899,0,current,78.69,Current,Medium
2025-09-12,C029,L029,10038,2842,279,2563,7475,0,current,74.47,Current,Medium
2025-09-13,C029,L029,10038,2842,279,2563,7475,1,late,74.47,1–30 DPD,Medium
2025-09-14,C029,L029,10038,3017,296,2721,7317,0,current,72.89,Current,Medium
2025-09-15,C029,L029,10038,3247,319,2928,7110,0,current,70.83,Current,Medium
2025-09-16,C029,L029,10038,3425,336,3089,6949,0,current,69.23,Current,Low
2025-09-17,C029,L029,10038,3620,355,3265,6773,0,current,67.47,Current,Low
2025-09-18,C029,L029,10038,3885,381,3504,6534,0,current,65.09,Current,Low
2025-09-19,C029,L029,10038,3885,381,3504,6534,1,late,65.09,1–30 DPD,Low
2025-09-20,C029,L029,10038,4024,394,3630,6408,0,current,63.84,Current,Low
2025-09-21,C029,L029,10038,4240,415,3825,6213,0,current,61.89,Current,Low
2025-09-22,C029,L029,10038,4240,415,3825,6213,1,late,61.89,1–30 DPD,Low
2025-09-23,C029,L029,10038,4240,415,3825,6213,2,late,61.89,1–30 DPD,Low
2025-09-24,C029,L029,10038,4653,456,4197,5841,1,late,58.19,1–30 DPD,Low
2025-09-25,C029,L029,10038,5001,490,4511,5527,0,current,55.06,Current,Low
2025-09-26,C029,L029,10038,5335,523,4812,5226,0,current,52.06,Current,Low
2025-09-27,C029,L029,10038,5335,523,4812,5226,1,late,52.06,1–30 DPD,Low
2025-09-28,C029,L029,10038,5760,565,5195,4843,0,current,48.25,Current,Low
2025-09-29,C029,L029,10038,5760,565,5195,4843,1,late,48.25,1–30 DPD,Low
2025-09-30,C029,L029,10038,6062,595,5467,4571,0,current,45.54,Current,Low
2025-10-01,C029,L029,10038,6216,610,5606,4432,0,current,44.15,Current,Low
2025-10-02,C029,L029,10038,6490,637,5853,4185,0,current,41.69,Current,Low
2025-10-03,C029,L029,10038,6490,637,5853,4185,1,late,41.69,1–30 DPD,Low
2025-10-04,C029,L029,10038,6490,637,5853,4185,2,late,41.69,1–30 DPD,Low
2025-10-05,C029,L029,10038,6490,637,5853,4185,3,late,41.69,1–30 DPD,Low
2025-10-06,C029,L029,10038,6490,637,5853,4185,4,late,41.69,1–30 DPD,Low
2025-10-07,C029,L029,10038,6674,655,6019,4019,3,late,40.04,1–30 DPD,Low
2025-10-08,C029,L029,10038,6963,683,6280,3758,2,late,37.44,1–30 DPD,Low
2025-10-09,C029,L029,10038,6963,683,6280,3758,3,late,37.44,1–30 DPD,Low
2025-10-10,C029,L029,10038,7457,732,6725,3313,2,late,33,1–30 DPD,Low
2025-10-11,C029,L029,10038,7643,750,6893,3145,1,late,31.33,1–30 DPD,Low
2025-10-12,C029,L029,10038,7906,776,7130,2908,0,current,28.97,Current,Low
2025-10-13,C029,L029,10038,8398,825,7573,2465,0,current,24.56,Current,Low
2025-10-14,C029,L029,10038,8513,836,7677,2361,0,current,23.52,Current,Low
2025-10-15,C029,L029,10038,8890,873,8017,2021,0,current,20.13,Current,Low
2025-10-16,C029,L029,10038,9276,911,8365,1673,0,current,16.67,Current,Low
2025-10-17,C029,L029,10038,9498,933,8565,1473,0,current,14.67,Current,Low
2025-10-18,C029,L029,10038,9498,933,8565,1473,1,late,14.67,1–30 DPD,Low
2025-10-19,C029,L029,10038,9498,933,8565,1473,2,late,14.67,1–30 DPD,Low
2025-10-20,C029,L029,10038,9498,933,8565,1473,3,late,14.67,1–30 DPD,Low
2025-10-21,C029,L029,10038,9498,933,8565,1473,4,late,14.67,1–30 DPD,Low
2025-10-22,C029,L029,10038,9973,980,8993,1045,3,late,10.41,1–30 DPD,Low
2025-10-23,C029,L029,10038,10347,1017,9330,708,2,late,7.05,1–30 DPD,Low
2025-10-24,C029,L029,10038,10347,1017,9330,708,3,late,7.05,1–30 DPD,Low
2025-10-25,C029,L029,10038,10549,1037,9512,526,2,late,5.24,1–30 DPD,Low
2025-10-26,C029,L029,10038,10549,1037,9512,526,3,late,5.24,1–30 DPD,Low
2025-10-27,C029,L029,10038,10549,1037,9512,526,4,late,5.24,1–30 DPD,Low
2025-10-28,C029,L029,10038,10954,1077,9877,161,3,late,1.6,1–30 DPD,Low
2025-10-29,C029,L029,10038,11401,1121,10280,0,2,late,0,1–30 DPD,Low
2025-10-30,C029,L029,10038,11401,1121,10280,0,3,late,0,1–30 DPD,Low
2025-09-01,C030,L030,16372,218,21,197,16175,0,current,98.8,Current,High
2025-09-02,C030,L030,16372,702,69,633,15739,0,current,96.13,Current,High
2025-09-03,C030,L030,16372,702,69,633,15739,1,late,96.13,1–30 DPD,High
2025-09-04,C030,L030,16372,877,86,791,15581,0,current,95.17,Current,High
2025-09-05,C030,L030,16372,1093,107,986,15386,0,current,93.98,Current,High
2025-09-06,C030,L030,16372,1320,129,1191,15181,0,current,92.73,Current,High
2025-09-07,C030,L030,16372,1732,170,1562,14810,0,current,90.46,Current,High
2025-09-08,C030,L030,16372,1732,170,1562,14810,1,late,90.46,1–30 DPD,High
2025-09-09,C030,L030,16372,1732,170,1562,14810,2,late,90.46,1–30 DPD,High
2025-09-10,C030,L030,16372,1931,189,1742,14630,1,late,89.36,1–30 DPD,Medium
2025-09-11,C030,L030,16372,2042,200,1842,14530,0,current,88.75,Current,Medium
2025-09-12,C030,L030,16372,2315,227,2088,14284,0,current,87.25,Current,Medium
2025-09-13,C030,L030,16372,2717,267,2450,13922,0,current,85.04,Current,Medium
2025-09-14,C030,L030,16372,3051,300,2751,13621,0,current,83.2,Current,Medium
2025-09-15,C030,L030,16372,3491,344,3147,13225,0,current,80.78,Current,Medium
2025-09-16,C030,L030,16372,3746,369,3377,12995,0,current,79.37,Current,Medium
2025-09-17,C030,L030,16372,3746,369,3377,12995,1,late,79.37,1–30 DPD,Medium
2025-09-18,C030,L030,16372,4177,412,3765,12607,0,current,77,Current,Medium
2025-09-19,C030,L030,16372,4391,433,3958,12414,0,current,75.82,Current,Medium
2025-09-20,C030,L030,16372,4391,433,3958,12414,1,late,75.82,1–30 DPD,Medium
2025-09-21,C030,L030,16372,4391,433,3958,12414,2,late,75.82,1–30 DPD,Medium
2025-09-22,C030,L030,16372,4560,449,4111,12261,1,late,74.89,1–30 DPD,Medium
2025-09-23,C030,L030,16372,4728,465,4263,12109,0,current,73.96,Current,Medium
2025-09-24,C030,L030,16372,4981,490,4491,11881,0,current,72.57,Current,Medium
2025-09-25,C030,L030,16372,5094,501,4593,11779,0,current,71.95,Current,Medium
2025-09-26,C030,L030,16372,5447,536,4911,11461,0,current,70,Current,Medium
2025-09-27,C030,L030,16372,5447,536,4911,11461,1,late,70,1–30 DPD,Medium
2025-09-28,C030,L030,16372,5843,575,5268,11104,0,current,67.82,Current,Low
2025-09-29,C030,L030,16372,5955,586,5369,11003,0,current,67.21,Current,Low
2025-09-30,C030,L030,16372,5955,586,5369,11003,1,late,67.21,1–30 DPD,Low
2025-10-01,C030,L030,16372,6418,632,5786,10586,0,current,64.66,Current,Low
2025-10-02,C030,L030,16372,6418,632,5786,10586,1,late,64.66,1–30 DPD,Low
2025-10-03,C030,L030,16372,6540,644,5896,10476,0,current,63.99,Current,Low
2025-10-04,C030,L030,16372,6540,644,5896,10476,1,late,63.99,1–30 DPD,Low
2025-10-05,C030,L030,16372,7028,692,6336,10036,0,current,61.3,Current,Low
2025-10-06,C030,L030,16372,7384,727,6657,9715,0,current,59.34,Current,Low
2025-10-07,C030,L030,16372,7384,727,6657,9715,1,late,59.34,1–30 DPD,Low
2025-10-08,C030,L030,16372,7384,727,6657,9715,2,late,59.34,1–30 DPD,Low
2025-10-09,C030,L030,16372,7384,727,6657,9715,3,late,59.34,1–30 DPD,Low
2025-10-10,C030,L030,16372,7732,761,6971,9401,2,late,57.42,1–30 DPD,Low
2025-10-11,C030,L030,16372,7732,761,6971,9401,3,late,57.42,1–30 DPD,Low
2025-10-12,C030,L030,16372,8012,789,7223,9149,2,late,55.88,1–30 DPD,Low
2025-10-13,C030,L030,16372,8469,834,7635,8737,1,late,53.37,1–30 DPD,Low
2025-10-14,C030,L030,16372,8469,834,7635,8737,2,late,53.37,1–30 DPD,Low
2025-10-15,C030,L030,16372,8469,834,7635,8737,3,late,53.37,1–30 DPD,Low
2025-10-16,C030,L030,16372,8740,861,7879,8493,2,late,51.88,1–30 DPD,Low
2025-10-17,C030,L030,16372,8740,861,7879,8493,3,late,51.88,1–30 DPD,Low
2025-10-18,C030,L030,16372,8971,884,8087,8285,2,late,50.6,1–30 DPD,Low
2025-10-19,C030,L030,16372,9277,914,8363,8009,1,late,48.92,1–30 DPD,Low
2025-10-20,C030,L030,16372,9277,914,8363,8009,2,late,48.92,1–30 DPD,Low
2025-10-21,C030,L030,16372,9509,937,8572,7800,1,late,47.64,1–30 DPD,Low
2025-10-22,C030,L030,16372,9509,937,8572,7800,2,late,47.64,1–30 DPD,Low
2025-10-23,C030,L030,16372,9798,965,8833,7539,1,late,46.05,1–30 DPD,Low
2025-10-24,C030,L030,16372,10184,1003,9181,7191,0,current,43.92,Current,Low
2025-10-25,C030,L030,16372,10184,1003,9181,7191,1,late,43.92,1–30 DPD,Low
2025-10-26,C030,L030,16372,10184,1003,9181,7191,2,late,43.92,1–30 DPD,Low
2025-10-27,C030,L030,16372,10508,1035,9473,6899,1,late,42.14,1–30 DPD,Low
2025-10-28,C030,L030,16372,10508,1035,9473,6899,2,late,42.14,1–30 DPD,Low
2025-10-29,C030,L030,16372,10909,1075,9834,6538,1,late,39.93,1–30 DPD,Low
2025-10-30,C030,L030,16372,11186,1102,10084,6288,0,current,38.41,Current,Low
